service	prefix	action	action docs	access level	condition keys	dependent actions	description
Amazon S3 Object Lambda 	s3-object-lambda	GetObjectVersionTagging	https://docs.aws.amazon.com/AmazonS3/latest/dev/setting-repl-config-perm-overview.html	Read	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion, s3-object-lambda:versionid		Grants permission to return the tag set for a specific version of the object
Amazon S3 Object Lambda 	s3-object-lambda	ListBucket	https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListObjectsV2.html	List	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to list some or all of the objects in an Amazon S3 bucket (up to 1000)
Amazon S3 Object Lambda 	s3-object-lambda	ListBucketMultipartUploads	https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListMultipartUploads.html	List	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to list in-progress multipart uploads
Amazon S3 Object Lambda 	s3-object-lambda	ListBucketVersions	https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListObjectVersions.html	List	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to list metadata about all the versions of objects in an Amazon S3 bucket
Amazon S3 Object Lambda 	s3-object-lambda	ListMultipartUploadParts	https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListParts.html	List	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to list the parts that have been uploaded for a specific multipart upload
Amazon S3 Object Lambda 	s3-object-lambda	PutObject	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObject.html	Write	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to add an object to a bucket
Amazon S3 Object Lambda 	s3-object-lambda	PutObjectAcl	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectAcl.html	Permissions management	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to set the access control list (ACL) permissions for new or existing objects in an S3 bucket.
Amazon S3 Object Lambda 	s3-object-lambda	PutObjectLegalHold	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectLegalHold.html	Write	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to apply a Legal Hold configuration to the specified object
Amazon S3 Object Lambda 	s3-object-lambda	PutObjectRetention	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectRetention.html	Write	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to place an Object Retention configuration on an object
Amazon S3 Object Lambda 	s3-object-lambda	PutObjectTagging	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectTagging.html	Tagging	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to set the supplied tag-set to an object that already exists in a bucket
Amazon S3 Object Lambda 	s3-object-lambda	PutObjectVersionAcl	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectAcl.html	Permissions management	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion, s3-object-lambda:versionid		Grants permission to use the acl subresource to set the access control list (ACL) permissions for an object that already exists in a bucket
Amazon S3 Object Lambda 	s3-object-lambda	PutObjectVersionTagging	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectTagging.html	Tagging	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion, s3-object-lambda:versionid		Grants permission to set the supplied tag-set for a specific version of an object
Amazon S3 Object Lambda 	s3-object-lambda	RestoreObject	https://docs.aws.amazon.com/AmazonS3/latest/API/API_RestoreObject.html	Write	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to restore an archived copy of an object back into Amazon S3
Amazon S3 Object Lambda 	s3-object-lambda	WriteGetObjectResponse	https://docs.aws.amazon.com/AmazonS3/latest/API/API_WriteGetObjectResponse.html	Write	s3-object-lambda:authType, s3-object-lambda:signatureAge, s3-object-lambda:TlsVersion		Grants permission to provide data for GetObject requests send to S3 Object Lambda
Amazon S3 on Outposts 	s3-outposts	AbortMultipartUpload	https://docs.aws.amazon.com/AmazonS3/latest/API/API_AbortMultipartUpload.html	Write	s3-outposts:DataAccessPointArn, s3-outposts:DataAccessPointAccount, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to abort a multipart upload
Amazon S3 on Outposts 	s3-outposts	CreateAccessPoint	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_CreateAccessPoint.html	Write	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to create a new access point
Amazon S3 on Outposts 	s3-outposts	CreateBucket	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_CreateBucket.html	Write	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to create a new bucket
Amazon S3 on Outposts 	s3-outposts	CreateEndpoint	https://docs.aws.amazon.com/AmazonS3/latest/API/API_s3outposts_CreateEndpoint.html	Write			Grants permission to create a new endpoint
Amazon S3 on Outposts 	s3-outposts	DeleteAccessPoint	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_DeleteAccessPoint.html	Write	s3-outposts:DataAccessPointArn, s3-outposts:DataAccessPointAccount, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to delete the access point named in the URI
Amazon S3 on Outposts 	s3-outposts	DeleteAccessPointPolicy	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_DeleteAccessPointPolicy.html	Permissions management	s3-outposts:DataAccessPointArn, s3-outposts:DataAccessPointAccount, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to delete the policy on a specified access point
Amazon S3 on Outposts 	s3-outposts	DeleteBucket	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_DeleteBucket.html	Write	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to delete the bucket named in the URI
Amazon S3 on Outposts 	s3-outposts	DeleteBucketPolicy	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_DeleteBucketPolicy.html	Permissions management	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to delete the policy on a specified bucket
Amazon S3 on Outposts 	s3-outposts	DeleteEndpoint	https://docs.aws.amazon.com/AmazonS3/latest/API/API_s3outposts_DeleteEndpoint.html	Write			Grants permission to delete the endpoint named in the URI
Amazon S3 on Outposts 	s3-outposts	DeleteObject	https://docs.aws.amazon.com/AmazonS3/latest/API/API_DeleteObject.html	Write	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to remove the null version of an object and insert a delete marker, which becomes the current version of the object
Amazon S3 on Outposts 	s3-outposts	DeleteObjectTagging	https://docs.aws.amazon.com/AmazonS3/latest/API/API_DeleteObjectTagging.html	Tagging	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:ExistingObjectTag/<key>, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to use the tagging subresource to remove the entire tag set from the specified object
Amazon S3 on Outposts 	s3-outposts	GetAccessPoint	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_GetAccessPoint.html	Read	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to return configuration information about the specified access point
Amazon S3 on Outposts 	s3-outposts	GetAccessPointPolicy	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_GetAccessPointPolicy.html	Read	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to returns the access point policy associated with the specified access point
Amazon S3 on Outposts 	s3-outposts	GetBucket	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_GetBucket.html	Read	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to return the bucket configuration associated with an Amazon S3 bucket
Amazon S3 on Outposts 	s3-outposts	GetBucketPolicy	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_GetBucketPolicy.html	Read	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to return the policy of the specified bucket
Amazon S3 on Outposts 	s3-outposts	GetBucketTagging	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_GetBucketTagging.html	Read	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to return the tag set associated with an Amazon S3 bucket
Amazon S3 on Outposts 	s3-outposts	GetLifecycleConfiguration	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_GetBucketLifecycleConfiguration.html	Read	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to return the lifecycle configuration information set on an Amazon S3 bucket
Amazon S3 on Outposts 	s3-outposts	GetObject	https://docs.aws.amazon.com/AmazonS3/latest/API/API_GetObject.html	Read	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:ExistingObjectTag/<key>, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to retrieve objects from Amazon S3
Amazon S3 on Outposts 	s3-outposts	GetObjectTagging	https://docs.aws.amazon.com/AmazonS3/latest/API/API_GetObjectTagging.html	Read	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:ExistingObjectTag/<key>, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to return the tag set of an object
Amazon S3 on Outposts 	s3-outposts	ListAccessPoints	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_ListAccessPoints.html	List	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to list access points
Amazon S3 on Outposts 	s3-outposts	ListBucket	https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListObjectsV2.html	List	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:delimiter, s3-outposts:max-keys, s3-outposts:prefix, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to list some or all of the objects in an Amazon S3 bucket (up to 1000)
Amazon S3 on Outposts 	s3-outposts	ListBucketMultipartUploads	https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListMultipartUploads.html	List	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to list in-progress multipart uploads
Amazon S3 on Outposts 	s3-outposts	ListEndpoints	https://docs.aws.amazon.com/AmazonS3/latest/API/API_s3outposts_ListEndpoints.html	List			Grants permission to list endpoints
Amazon S3 on Outposts 	s3-outposts	ListMultipartUploadParts	https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListParts.html	List	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to list the parts that have been uploaded for a specific multipart upload
Amazon S3 on Outposts 	s3-outposts	ListRegionalBuckets	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_ListRegionalBuckets.html	List	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to list all buckets owned by the authenticated sender of the request
Amazon S3 on Outposts 	s3-outposts	ListSharedEndpoints	https://docs.aws.amazon.com/AmazonS3/latest/API/API_s3outposts_ListSharedEndpoints.html	List			Grants permission to list shared endpoints
Amazon S3 on Outposts 	s3-outposts	PutAccessPointPolicy	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_PutAccessPointPolicy.html	Permissions management	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to associate an access policy with a specified access point
Amazon S3 on Outposts 	s3-outposts	PutBucketPolicy	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_PutBucketPolicy.html	Permissions management	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to add or replace a bucket policy on a bucket
Amazon S3 on Outposts 	s3-outposts	PutBucketTagging	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_PutBucketTagging.html	Tagging	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to add a set of tags to an existing Amazon S3 bucket
Amazon S3 on Outposts 	s3-outposts	PutLifecycleConfiguration	https://docs.aws.amazon.com/AmazonS3/latest/API/API_control_PutBucketLifecycleConfiguration.html	Write	s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to create a new lifecycle configuration for the bucket or replace an existing lifecycle configuration
Amazon S3 on Outposts 	s3-outposts	PutObject	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObject.html	Write	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:RequestObjectTag/<key>, s3-outposts:RequestObjectTagKeys, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-acl, s3-outposts:x-amz-content-sha256, s3-outposts:x-amz-copy-source, s3-outposts:x-amz-metadata-directive, s3-outposts:x-amz-server-side-encryption, s3-outposts:x-amz-storage-class		Grants permission to add an object to a bucket
Amazon S3 on Outposts 	s3-outposts	PutObjectAcl	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectAcl.html	Permissions management	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:ExistingObjectTag/<key>, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-acl, s3-outposts:x-amz-content-sha256, s3-outposts:x-amz-storage-class		Grants permission to set the access control list (ACL) permissions for an object that already exists in a bucket
Amazon S3 on Outposts 	s3-outposts	PutObjectTagging	https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutObjectTagging.html	Tagging	s3-outposts:DataAccessPointAccount, s3-outposts:DataAccessPointArn, s3-outposts:AccessPointNetworkOrigin, s3-outposts:ExistingObjectTag/<key>, s3-outposts:RequestObjectTag/<key>, s3-outposts:RequestObjectTagKeys, s3-outposts:authType, s3-outposts:signatureAge, s3-outposts:signatureversion, s3-outposts:x-amz-content-sha256		Grants permission to set the supplied tag-set to an object that already exists in a bucket
Amazon SES 	ses	CloneReceiptRuleSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_CloneReceiptRuleSet.html	Write	ses:ApiVersion		Grants permission to create a receipt rule set by cloning an existing one
Amazon SES 	ses	CreateConfigurationSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateConfigurationSet.html	Write	ses:ApiVersion		Grants permission to create a new configuration set
Amazon SES 	ses	CreateConfigurationSetEventDestination	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateConfigurationSetEventDestination.html	Write	ses:ApiVersion		Grants permission to create a configuration set event destination
Amazon SES 	ses	CreateConfigurationSetTrackingOptions	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateConfigurationSetTrackingOptions.html	Write	ses:ApiVersion		Grants permission to creates an association between a configuration set and a custom domain for open and click event tracking
Amazon SES 	ses	CreateCustomVerificationEmailTemplate	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateCustomVerificationEmailTemplate.html	Write	ses:ApiVersion		Grants permission to create a new custom verification email template
Amazon SES 	ses	CreateReceiptFilter	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateReceiptFilter.html	Write	ses:ApiVersion		Grants permission to create a new IP address filter
Amazon SES 	ses	CreateReceiptRule	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateReceiptRule.html	Write	ses:ApiVersion		Grants permission to create a receipt rule
Amazon SES 	ses	CreateReceiptRuleSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateReceiptRuleSet.html	Write	ses:ApiVersion		Grants permission to create an empty receipt rule set
Amazon SES 	ses	CreateTemplate	https://docs.aws.amazon.com/ses/latest/APIReference/API_CreateTemplate.html	Write	ses:ApiVersion		Grants permission to creates an email template
Amazon SES 	ses	DeleteConfigurationSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteConfigurationSet.html	Write	ses:ApiVersion		Grants permission to delete an existing configuration set
Amazon SES 	ses	DeleteConfigurationSetEventDestination	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteConfigurationSetEventDestination.html	Write	ses:ApiVersion		Grants permission to delete an event destination
Amazon SES 	ses	DeleteConfigurationSetTrackingOptions	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteConfigurationSetTrackingOptions.html	Write	ses:ApiVersion		Grants permission to delete an association between a configuration set and a custom domain for open and click event tracking
Amazon SES 	ses	DeleteCustomVerificationEmailTemplate	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteCustomVerificationEmailTemplate.html	Write	ses:ApiVersion		Grants permission to delete an existing custom verification email template
Amazon SES 	ses	DeleteIdentity	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteIdentity.html	Write	ses:ApiVersion		Grants permission to delete the specified identity
Amazon SES 	ses	DeleteIdentityPolicy	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteIdentityPolicy.html	Permissions management	ses:ApiVersion		Grants permission to delete the specified sending authorization policy for the given identity (an email address or a domain)
Amazon SES 	ses	DeleteReceiptFilter	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteReceiptFilter.html	Write	ses:ApiVersion		Grants permission to delete the specified IP address filter
Amazon SES 	ses	DeleteReceiptRule	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteReceiptRule.html	Write	ses:ApiVersion		Grants permission to delete the specified receipt rule
Amazon SES 	ses	DeleteReceiptRuleSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteReceiptRuleSet.html	Write	ses:ApiVersion		Grants permission to delete the specified receipt rule set and all of the receipt rules it contains
Amazon SES 	ses	DeleteTemplate	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteTemplate.html	Write	ses:ApiVersion		Grants permission to delete an email template
Amazon SES 	ses	DeleteVerifiedEmailAddress	https://docs.aws.amazon.com/ses/latest/APIReference/API_DeleteVerifiedEmailAddress.html	Write	ses:ApiVersion		Grants permission to delete the specified email address from the list of verified addresses
Amazon SES 	ses	DescribeActiveReceiptRuleSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_DescribeActiveReceiptRuleSet.html	Read	ses:ApiVersion		Grants permission to return the metadata and receipt rules for the receipt rule set that is currently active
Amazon SES 	ses	DescribeConfigurationSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_DescribeConfigurationSet.html	Read	ses:ApiVersion		Grants permission to return the details of the specified configuration set
Amazon SES 	ses	DescribeReceiptRule	https://docs.aws.amazon.com/ses/latest/APIReference/API_DescribeReceiptRule.html	Read	ses:ApiVersion		Grants permission to return the details of the specified receipt rule
Amazon SES 	ses	DescribeReceiptRuleSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_DescribeReceiptRuleSet.html	Read	ses:ApiVersion		Grants permission to return the details of the specified receipt rule set
Amazon SES 	ses	GetAccountSendingEnabled	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetAccountSendingEnabled.html	Read	ses:ApiVersion		Grants permission to return the email sending status of your account
Amazon SES 	ses	GetCustomVerificationEmailTemplate	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetCustomVerificationEmailTemplate.html	Read	ses:ApiVersion		Grants permission to return the custom email verification template for the template name you specify
Amazon SES 	ses	GetIdentityDkimAttributes	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetIdentityDkimAttributes.html	Read	ses:ApiVersion		Grants permission to return the current status of Easy DKIM signing for an entity
Amazon SES 	ses	GetIdentityMailFromDomainAttributes	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetIdentityMailFromDomainAttributes.html	Read	ses:ApiVersion		Grants permission to return the custom MAIL FROM attributes for a list of identities (email addresses and/or domains)
Amazon SES 	ses	GetIdentityNotificationAttributes	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetIdentityNotificationAttributes.html	Read	ses:ApiVersion		Grants permission to return a structure describing identity notification attributes for a list of verified identities (email addresses and/or domains),
Amazon SES 	ses	GetIdentityPolicies	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetIdentityPolicies.html	Read	ses:ApiVersion		Grants permission to return the requested sending authorization policies for the given identity (an email address or a domain)
Amazon SES 	ses	GetIdentityVerificationAttributes	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetIdentityVerificationAttributes.html	Read	ses:ApiVersion		Grants permission to return the verification status and (for domain identities) the verification token for a list of identities
Amazon SES 	ses	GetSendQuota	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetSendQuota.html	Read	ses:ApiVersion		Grants permission to return the user's current sending limits
Amazon SES 	ses	GetSendStatistics	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetSendStatistics.html	Read	ses:ApiVersion		Grants permission to returns the user's sending statistics
Amazon SES 	ses	GetTemplate	https://docs.aws.amazon.com/ses/latest/APIReference/API_GetTemplate.html	Read	ses:ApiVersion		Grants permission to return the template object, which includes the subject line, HTML par, and text part for the template you specify
Amazon SES 	ses	ListConfigurationSets	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListConfigurationSets.html	List	ses:ApiVersion		Grants permission to list all of the configuration sets for your account
Amazon SES 	ses	ListCustomVerificationEmailTemplates	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListCustomVerificationEmailTemplates.html	List	ses:ApiVersion		Grants permission to list all of the existing custom verification email templates for your account
Amazon SES 	ses	ListIdentities	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListIdentities.html	List	ses:ApiVersion		Grants permission to list the email identities for your account
Amazon SES 	ses	ListIdentityPolicies	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListIdentityPolicies.html	List	ses:ApiVersion		Grants permission to list all of the email templates for your account
Amazon SES 	ses	ListReceiptFilters	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListReceiptFilters.html	Read	ses:ApiVersion		Grants permission to list the IP address filters associated with your account
Amazon SES 	ses	ListReceiptRuleSets	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListReceiptRuleSets.html	Read	ses:ApiVersion		Grants permission to list the receipt rule sets that exist under your account
Amazon SES 	ses	ListTemplates	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListTemplates.html	List	ses:ApiVersion		Grants permission to list the email templates present in your account
Amazon SES 	ses	ListVerifiedEmailAddresses	https://docs.aws.amazon.com/ses/latest/APIReference/API_ListVerifiedEmailAddresses.html	Read	ses:ApiVersion		Grants permission to list all of the email addresses that have been verified in your account
Amazon SES 	ses	PutConfigurationSetDeliveryOptions	https://docs.aws.amazon.com/ses/latest/APIReference/API_PutConfigurationSetDeliveryOptions.html	Write	ses:ApiVersion		Grants permission to add or update the delivery options for a configuration set
Amazon SES 	ses	PutIdentityPolicy	https://docs.aws.amazon.com/ses/latest/APIReference/API_PutIdentityPolicy.html	Permissions management	ses:ApiVersion		Grants permission to add or update a sending authorization policy for the specified identity (an email address or a domain)
Amazon SES 	ses	ReorderReceiptRuleSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_ReorderReceiptRuleSet.html	Write	ses:ApiVersion		Grants permission to reorder the receipt rules within a receipt rule set
Amazon SES 	ses	SendBounce	https://docs.aws.amazon.com/ses/latest/APIReference/API_SendBounce.html	Write	ses:ApiVersion, ses:FromAddress		Grants permission to generate and send a bounce message to the sender of an email you received through Amazon SES
Amazon SES 	ses	SendBulkTemplatedEmail	https://docs.aws.amazon.com/ses/latest/APIReference/API_SendBulkTemplatedEmail.html	Write	ses:ApiVersion, ses:FeedbackAddress, ses:FromAddress, ses:FromDisplayName, ses:Recipients		Grants permission to compose an email message to multiple destinations
Amazon SES 	ses	SendCustomVerificationEmail	https://docs.aws.amazon.com/ses/latest/APIReference/API_SendCustomVerificationEmail.html	Write	ses:ApiVersion, ses:FeedbackAddress, ses:FromAddress, ses:FromDisplayName, ses:Recipients		Grants permission to add an email address to the list of identities and attempts to verify it for your account
Amazon SES 	ses	SendEmail	https://docs.aws.amazon.com/ses/latest/APIReference/API_SendEmail.html	Write	ses:ApiVersion, ses:FeedbackAddress, ses:FromAddress, ses:FromDisplayName, ses:Recipients		Grants permission to send an email message
Amazon SES 	ses	SendRawEmail	https://docs.aws.amazon.com/ses/latest/APIReference/API_SendRawEmail.html	Write	ses:ApiVersion, ses:FeedbackAddress, ses:FromAddress, ses:FromDisplayName, ses:Recipients		Grants permission to send an email message, with header and content specified by the client
Amazon SES 	ses	SendTemplatedEmail	https://docs.aws.amazon.com/ses/latest/APIReference/API_SendTemplatedEmail.html	Write	ses:ApiVersion, ses:FeedbackAddress, ses:FromAddress, ses:FromDisplayName, ses:Recipients		Grants permission to compose an email message using an email template
Amazon SES 	ses	SetActiveReceiptRuleSet	https://docs.aws.amazon.com/ses/latest/APIReference/API_SetActiveReceiptRuleSet.html	Write	ses:ApiVersion		Grants permission to set the specified receipt rule set as the active receipt rule set
Amazon SES 	ses	SetIdentityDkimEnabled	https://docs.aws.amazon.com/ses/latest/APIReference/API_SetIdentityDkimEnabled.html	Write	ses:ApiVersion		Grants permission to enable or disable Easy DKIM signing of email sent from an identity
Amazon SES 	ses	SetIdentityFeedbackForwardingEnabled	https://docs.aws.amazon.com/ses/latest/APIReference/API_SetIdentityFeedbackForwardingEnabled.html	Write	ses:ApiVersion		Grants permission to enable or disable whether Amazon SES forwards bounce and complaint notifications for an identity (an email address or a domain)
Amazon SES 	ses	SetIdentityHeadersInNotificationsEnabled	https://docs.aws.amazon.com/ses/latest/APIReference/API_SetIdentityHeadersInNotificationsEnabled.html	Write	ses:ApiVersion		Grants permission to set whether Amazon SES includes the original email headers in the Amazon Simple Notification Service (Amazon SNS) notifications of a specified type for a given identity (an email address or a domain)
